collection,iso3_country,event_count,,collection,iso3_country,event_count,,,collection,iso3_country,event_count,,,collection,iso3_country,event_count,,,collection,iso3_country,event_count,,collection,iso3_country,event_count,,collection,iso3_country,event_count,,collection,iso3_country,event_count,,collection,iso3_country,event_count,,collection,iso3_country,event_count
gfd-events, PRK,11,,ifrcevent-events,MDA,7,,,glide-events,NZL,15,,,idmc-gidd-events,MUS,3,,,,,,,idmc-idu-events,TLS,7,,pdc-events,BGD,9,,gdacs-events,EST,4,,emdat-events,BDI,66,,,,
gfd-events, IRN,13,,ifrcevent-events,RUS,14,,,glide-events,GNB,6,,,idmc-gidd-events,DOM,10,,,,,,,idmc-idu-events,BRB,2,,pdc-events,PRT,74,,gdacs-events,SWE,9,,emdat-events,ZMB,72,,,,
gfd-events, TKM,8,,ifrcevent-events,SLV,17,,,glide-events,TTO,10,,,idmc-gidd-events,ARE,3,,,,,,,idmc-idu-events,LBR,12,,pdc-events,BIH,39,,gdacs-events,CHL,354,,emdat-events,LBN,25,,,,
gfd-events, TUR,6,,ifrcevent-events,CHN,24,,,glide-events,LCA,9,,,idmc-gidd-events,FIN,2,,,,,,,idmc-idu-events,DEU,22,,pdc-events,BDI,2,,gdacs-events,LTU,7,,emdat-events,MHL,9,,,,
gfd-events, PNG,3,,ifrcevent-events,SYC,6,,,glide-events,BEN,35,,,idmc-gidd-events,NGA,110,,,,,,,idmc-idu-events,CIV,16,,pdc-events,ARM,2,,gdacs-events,LVA,8,,emdat-events,MUS,24,,,,
gfd-events, CAF,7,,ifrcevent-events,DMA,3,,,glide-events,NIC,42,,,idmc-gidd-events,MAR,5,,,,,,,idmc-idu-events,IRN,79,,pdc-events,LCA,5,,gdacs-events,MLI,107,,emdat-events,LSO,25,,,,
gfd-events, BFA,7,,ifrcevent-events,KNA,2,,,glide-events,BGR,15,,,idmc-gidd-events,UZB,1,,,,,,,idmc-idu-events,HUN,3,,pdc-events,UZB,3,,gdacs-events,YEM,53,,emdat-events,COG,39,,,,
gfd-events,GIN,1,,ifrcevent-events,ATG,4,,,glide-events,GMB,23,,,idmc-gidd-events,IRQ,148,,,,,,,idmc-idu-events,GEO,16,,pdc-events,VCT,4,,gdacs-events,MNG,50,,emdat-events,SYC,7,,,,
gfd-events, CIV,8,,ifrcevent-events,PER,28,,,glide-events,HUN,19,,,idmc-gidd-events,AND,1,,,,,,,idmc-idu-events,ARM,1,,pdc-events,WLF,3,,gdacs-events,BLR,6,,emdat-events,UKR,95,,,,
gfd-events, SEN,6,,ifrcevent-events,BLR,8,,,glide-events,CHE,12,,,idmc-gidd-events,LVA,1,,,,,,,idmc-idu-events,HTI,18,,pdc-events,MSR,3,,gdacs-events,GNB,10,,emdat-events,MDA,17,,,,
gfd-events, LBR,4,,ifrcevent-events,SLB,4,,,glide-events,AUS,44,,,idmc-gidd-events,PYF,1,,,,,,,idmc-idu-events,COM,2,,pdc-events,CUW,3,,gdacs-events,LCA,3,,emdat-events,BGR,64,,,,
gfd-events, GNB,4,,ifrcevent-events,ISR,1,,,glide-events,CIV,25,,,idmc-gidd-events,OMN,2,,,,,,,idmc-idu-events,BLZ,2,,pdc-events,TCA,3,,gdacs-events,BRB,4,,emdat-events,SUR,9,,,,
gfd-events, GMB,6,,ifrcevent-events,CZE,3,,,glide-events,DJI,14,,,idmc-gidd-events,LBN,7,,,,,,,idmc-idu-events,SRB,9,,pdc-events,PYF,3,,gdacs-events,MMR,532,,emdat-events,JOR,27,,,,
gfd-events, SLE,4,,ifrcevent-events,MNE,9,,,glide-events,KIR,2,,,idmc-gidd-events,DNK,5,,,,,,,idmc-idu-events,NER,12,,pdc-events,ATG,3,,gdacs-events,SRB,23,,emdat-events,FJI,61,,,,
gfd-events,MRT,2,,ifrcevent-events,AZE,5,,,glide-events,DNK,12,,,idmc-gidd-events,NLD,2,,,,,,,idmc-idu-events,DOM,20,,pdc-events,KIR,3,,gdacs-events,BEN,75,,emdat-events,BEL,146,,,,
gfd-events, GIN,7,,ifrcevent-events,KHM,8,,,glide-events,STP,3,,,idmc-gidd-events,SYR,159,,,,,,,idmc-idu-events,OMN,9,,pdc-events,DMA,3,,gdacs-events,XXK,5,,emdat-events,MNG,47,,,,
gfd-events,KOR,4,,ifrcevent-events,COK,2,,,glide-events,ERI,6,,,idmc-gidd-events,KHM,99,,,,,,,idmc-idu-events,FIN,3,,pdc-events,GRD,3,,gdacs-events,SOM,36,,emdat-events,PRY,54,,,,
gfd-events,JPN,2,,ifrcevent-events,TCA,2,,,glide-events,VEN,20,,,idmc-gidd-events,GMB,4,,,,,,,idmc-idu-events,GUY,6,,pdc-events,CYM,6,,gdacs-events,NER,47,,emdat-events,ISL,15,,,,
gfd-events, FIN,2,,ifrcevent-events,CYM,2,,,glide-events,UKR,28,,,idmc-gidd-events,HTI,10,,,,,,,idmc-idu-events,MAR,8,,pdc-events,ABW,3,,gdacs-events,GHA,221,,emdat-events,SLB,38,,,,
gfd-events, BLR,11,,ifrcevent-events,SWZ,9,,,glide-events,BLR,13,,,idmc-gidd-events,BWA,4,,,,,,,idmc-idu-events,UZB,4,,pdc-events,NIU,3,,gdacs-events,ARM,2,,emdat-events,GHA,74,,,,
gfd-events, LVA,5,,ifrcevent-events,ERI,2,,,glide-events,POL,13,,,idmc-gidd-events,ISL,6,,,,,,,idmc-idu-events,IRQ,23,,pdc-events,COK,3,,gdacs-events,FJI,319,,emdat-events,UZB,15,,,,
gfd-events, LTU,5,,ifrcevent-events,FRA,1,,,glide-events,TUV,3,,,idmc-gidd-events,COG,5,,,,,,,idmc-idu-events,AND,1,,pdc-events,MTQ,3,,gdacs-events,GUY,12,,emdat-events,FSM,11,,,,
gfd-events, EST,5,,ifrcevent-events,DJI,5,,,glide-events,LTU,3,,,idmc-gidd-events,LSO,1,,,,,,,idmc-idu-events,ARE,6,,pdc-events,MNP,34,,gdacs-events,SYC,6,,emdat-events,SVN,17,,,,
gfd-events,DZA,6,,ifrcevent-events,SVK,1,,,glide-events,GUY,8,,,idmc-gidd-events,XKX,5,,,,,,,idmc-idu-events,LVA,2,,pdc-events,TJK,16,,gdacs-events,RWA,26,,emdat-events,SWE,24,,,,
gfd-events, MAR,5,,ifrcevent-events,UZB,1,,,glide-events,PLW,3,,,idmc-gidd-events,MNE,1,,,,,,,idmc-idu-events,PYF,6,,pdc-events,AND,1,,gdacs-events,UKR,24,,emdat-events,NOR,31,,,,
gfd-events, TUN,5,,ifrcevent-events,KOR,1,,,glide-events,SUR,5,,,idmc-gidd-events,SLB,3,,,,,,,idmc-idu-events,LBN,17,,pdc-events,LKA,2,,gdacs-events,MUS,18,,emdat-events,MNE,10,,,,
gfd-events,FJI,1,,ifrcevent-events,JOR,3,,,glide-events,NCL,3,,,idmc-gidd-events,ATG,1,,,,,,,idmc-idu-events,DNK,3,,pdc-events,ALA,4,,gdacs-events,ARE,6,,emdat-events,MLT,12,,,,
gfd-events,CIV,1,,ifrcevent-events,MUS,1,,,glide-events,HRV,10,,,idmc-gidd-events,GUM,2,,,,,,,idmc-idu-events,GMB,7,,pdc-events,CUB,5,,gdacs-events,BHR,1,,emdat-events,LVA,12,,,,
gfd-events, GHA,8,,,,,,,glide-events,AZE,15,,,idmc-gidd-events,SVK,3,,,,,,,idmc-idu-events,ISL,16,,pdc-events,COG,5,,gdacs-events,MWI,45,,emdat-events,LUX,16,,,,
gfd-events, GTM,13,,,,,,,glide-events,MUS,5,,,idmc-gidd-events,EGY,2,,,,,,,idmc-idu-events,SYC,1,,pdc-events,GAB,6,,gdacs-events,PRY,76,,emdat-events,LTU,18,,,,
gfd-events, NIC,13,,,,,,,glide-events,PRK,34,,,idmc-gidd-events,TUN,5,,,,,,,idmc-idu-events,MNE,2,,pdc-events,MCO,1,,gdacs-events,BDI,27,,emdat-events,LIE,1,,,,
gfd-events, HND,13,,,,,,,glide-events,VGB,1,,,idmc-gidd-events,ISR,10,,,,,,,idmc-idu-events,JEY,1,,pdc-events,MAC,16,,gdacs-events,ZWE,48,,emdat-events,HUN,47,,,,
gfd-events, BLZ,12,,,,,,,glide-events,TCA,2,,,idmc-gidd-events,BRB,1,,,,,,,idmc-idu-events,SLB,6,,pdc-events,BLZ,16,,gdacs-events,SWZ,2,,emdat-events,FIN,9,,,,
gfd-events, SLV,7,,,,,,,glide-events,SYC,6,,,idmc-gidd-events,WSM,2,,,,,,,idmc-idu-events,ATG,1,,pdc-events,KHM,1,,gdacs-events,GNQ,2,,emdat-events,EST,8,,,,
gfd-events, CRI,7,,,,,,,glide-events,SWE,3,,,idmc-gidd-events,JOR,4,,,,,,,idmc-idu-events,GUM,3,,,,,,gdacs-events,MHL,3,,emdat-events,DNK,24,,,,
gfd-events,BFA,2,,,,,,,glide-events,SVK,8,,,idmc-gidd-events,NCL,1,,,,,,,idmc-idu-events,SVK,3,,,,,,gdacs-events,REU,3,,emdat-events,ALB,50,,,,
gfd-events,POL,1,,,,,,,glide-events,SGP,5,,,idmc-gidd-events,FSM,1,,,,,,,idmc-idu-events,EGY,2,,,,,,gdacs-events,LUX,7,,emdat-events,GUM,12,,,,
gfd-events, DEU,9,,,,,,,glide-events,SAU,17,,,idmc-gidd-events,IMN,1,,,,,,,idmc-idu-events,TUN,13,,,,,,gdacs-events,ZMB,352,,emdat-events,BLR,15,,,,
gfd-events, AUT,10,,,,,,,glide-events,ROM,34,,,,,,,,,,,,idmc-idu-events,HKG,4,,,,,,gdacs-events,BMU,7,,emdat-events,TTO,17,,,,
gfd-events,TWN,2,,,,,,,glide-events,QAT,2,,,,,,,,,,,,idmc-idu-events,VCT,3,,,,,,gdacs-events,MLT,4,,emdat-events,PSE,12,,,,
gfd-events,PAK,7,,,,,,,glide-events,PYF,3,,,,,,,,,,,,idmc-idu-events,WSM,4,,,,,,gdacs-events,HUN,11,,emdat-events,MDV,12,,,,
gfd-events,ESP,8,,,,,,,glide-events,OMN,5,,,,,,,,,,,,idmc-idu-events,JOR,6,,,,,,gdacs-events,NAM,125,,emdat-events,LCA,21,,,,
gfd-events, FRA,12,,,,,,,glide-events,NOR,4,,,,,,,,,,,,idmc-idu-events,FSM,1,,,,,,gdacs-events,VCT,1,,emdat-events,SWZ,18,,,,
gfd-events, POL,13,,,,,,,glide-events,NLD,4,,,,,,,,,,,,idmc-idu-events,IMN,1,,,,,,gdacs-events,WSM,15,,emdat-events,PRI,51,,,,
gfd-events, CHE,18,,,,,,,glide-events,MTQ,3,,,,,,,,,,,,idmc-idu-events,TTO,7,,,,,,gdacs-events,LIE,1,,emdat-events,GLP,19,,,,
gfd-events, MDA,6,,,,,,,glide-events,MSR,5,,,,,,,,,,,,idmc-idu-events,PSE,4,,,,,,gdacs-events,BWA,303,,emdat-events,GMB,34,,,,
gfd-events,YEM,1,,,,,,,glide-events,MNE,7,,,,,,,,,,,,idmc-idu-events,LCA,1,,,,,,gdacs-events,MCO,1,,emdat-events,BHS,35,,,,
gfd-events,AFG,1,,,,,,,glide-events,MLT,1,,,,,,,,,,,,idmc-idu-events,TCA,1,,,,,,gdacs-events,GMB,5,,emdat-events,GUY,16,,,,
gfd-events,ROU,1,,,,,,,glide-events,MDA,15,,,,,,,,,,,,idmc-idu-events,SLE,2,,,,,,gdacs-events,ERI,1,,emdat-events,TON,24,,,,
gfd-events,CUB,3,,,,,,,glide-events,MAC,1,,,,,,,,,,,,idmc-idu-events,NCL,7,,,,,,gdacs-events,BHS,9,,emdat-events,STP,4,,,,
gfd-events,SEN,1,,,,,,,glide-events,LVA,3,,,,,,,,,,,,idmc-idu-events,STP,2,,,,,,gdacs-events,MDA,2,,emdat-events,AZE,30,,,,
gfd-events, MRT,7,,,,,,,glide-events,LUX,2,,,,,,,,,,,,idmc-idu-events,DJI,3,,,,,,gdacs-events,QAT,2,,emdat-events,SPI,8,,,,
gfd-events, ESH,4,,,,,,,glide-events,KWT,1,,,,,,,,,,,,idmc-idu-events,SUR,1,,,,,,gdacs-events,TLS,6,,emdat-events,BTN,10,,,,
gfd-events, SUR,2,,,,,,,glide-events,KNA,3,,,,,,,,,,,,idmc-idu-events,KWT,1,,,,,,gdacs-events,STP,2,,emdat-events,PLW,5,,,,
gfd-events, TWN,5,,,,,,,glide-events,IRL,5,,,,,,,,,,,,idmc-idu-events,LSO,1,,,,,,gdacs-events,SUR,4,,emdat-events,TLS,10,,,,
gfd-events,TZA,1,,,,,,,glide-events,HKG,5,,,,,,,,,,,,idmc-idu-events,COK,1,,,,,,gdacs-events,ROM,40,,emdat-events,NCL,16,,,,
gfd-events,MAR,2,,,,,,,glide-events,GUF,1,,,,,,,,,,,,idmc-idu-events,ATA,1,,,,,,gdacs-events,KWT,2,,emdat-events,TUV,10,,,,
gfd-events, JAM,3,,,,,,,glide-events,GLP,3,,,,,,,,,,,,idmc-idu-events,BMU,1,,,,,,gdacs-events,MON,2,,emdat-events,GUF,3,,,,
gfd-events,SOM,1,,,,,,,glide-events,GBR,17,,,,,,,,,,,,idmc-idu-events,GUF,1,,,,,,gdacs-events,ISL,55,,emdat-events,MNP,5,,,,
gfd-events, ERI,3,,,,,,,glide-events,FIN,1,,,,,,,,,,,,idmc-idu-events,ASM,1,,,,,,gdacs-events,SGP,2,,emdat-events,QAT,5,,,,
gfd-events, DJI,3,,,,,,,glide-events,EST,2,,,,,,,,,,,,idmc-idu-events,MTQ,1,,,,,,gdacs-events,CCK,4,,emdat-events,WSM,15,,,,
gfd-events,,1,,,,,,,glide-events,DMA,10,,,,,,,,,,,,idmc-idu-events,MNP,3,,,,,,gdacs-events,PLW,31,,emdat-events,KIR,6,,,,
gfd-events,IRN,2,,,,,,,glide-events,CZE,8,,,,,,,,,,,,idmc-idu-events,DMA,1,,,,,,gdacs-events,CPV,1,,emdat-events,VIR,8,,,,
gfd-events, BRN,2,,,,,,,glide-events,CYM,4,,,,,,,,,,,,idmc-idu-events,SWE,3,,,,,,gdacs-events,SLB,126,,emdat-events,VGB,3,,,,
gfd-events, PHL,2,,,,,,,glide-events,BRN,44,,,,,,,,,,,,idmc-idu-events,GRL,1,,,,,,gdacs-events,IMY,2,,emdat-events,MTQ,17,,,,
gfd-events, DZA,3,,,,,,,glide-events,BRB,6,,,,,,,,,,,,idmc-idu-events,JAM,1,,,,,,gdacs-events,   ,2815,,emdat-events,DMA,15,,,,
gfd-events,ITA,5,,,,,,,glide-events,BMU,5,,,,,,,,,,,,,,,,,,,,gdacs-events,CXR,1,,emdat-events,TCA,10,,,,
gfd-events, AND,5,,,,,,,glide-events,BHS,14,,,,,,,,,,,,,,,,,,,,gdacs-events,NCL,77,,emdat-events,KNA,11,,,,
gfd-events, AZE,3,,,,,,,glide-events,BHR,2,,,,,,,,,,,,,,,,,,,,gdacs-events,PRI,13,,emdat-events,ATG,13,,,,
gfd-events, GEO,3,,,,,,,glide-events,BEL,7,,,,,,,,,,,,,,,,,,,,gdacs-events,MTQ,6,,emdat-events,AIA,7,,,,
gfd-events, ARM,3,,,,,,,glide-events,ATG,8,,,,,,,,,,,,,,,,,,,,gdacs-events,COK,1,,emdat-events,SGP,4,,,,
gfd-events, IRQ,3,,,,,,,glide-events,AIA,2,,,,,,,,,,,,,,,,,,,,gdacs-events,GLP,18,,emdat-events,PYF,9,,,,
gfd-events, KWT,3,,,,,,,glide-events,PRI,8,,,,,,,,,,,,,,,,,,,,gdacs-events,AIA,5,,emdat-events,BHR,6,,,,
gfd-events, QAT,3,,,,,,,glide-events,WSM,9,,,,,,,,,,,,,,,,,,,,gdacs-events,DMA,9,,emdat-events,WLF,2,,,,
gfd-events, BHR,3,,,,,,,glide-events,NIU,2,,,,,,,,,,,,,,,,,,,,gdacs-events,MSR,3,,emdat-events,TKM,4,,,,
gfd-events,UZB,2,,,,,,,glide-events,ASM,3,,,,,,,,,,,,,,,,,,,,gdacs-events,ATG,5,,emdat-events,COK,12,,,,
gfd-events,GUY,1,,,,,,,glide-events,---,160,,,,,,,,,,,,,,,,,,,,gdacs-events,KNA,1,,emdat-events,ASM,6,,,,
gfd-events,ARG,4,,,,,,,glide-events,VIR,2,,,,,,,,,,,,,,,,,,,,gdacs-events,SPM,3,,emdat-events,CYM,7,,,,
gfd-events, PRI,2,,,,,,,glide-events,COK,4,,,,,,,,,,,,,,,,,,,,gdacs-events,FRO,1,,emdat-events,ERI,10,,,,
gfd-events, ATG,2,,,,,,,glide-events,SPI,3,,,,,,,,,,,,,,,,,,,,gdacs-events,ASM,7,,emdat-events,MSR,8,,,,
gfd-events, GLP,2,,,,,,,glide-events,ZAR,39,,,,,,,,,,,,,,,,,,,,gdacs-events,SGS,114,,emdat-events,SCG,10,,,,
gfd-events, DMA,2,,,,,,,glide-events,SHN,1,,,,,,,,,,,,,,,,,,,,gdacs-events,MNP,109,,emdat-events,TKL,6,,,,
gfd-events, KOR,2,,,,,,,glide-events,ANT,1,,,,,,,,,,,,,,,,,,,,gdacs-events,ATA,11,,emdat-events,NIU,5,,,,
gfd-events, SAU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,YUG,4,,emdat-events,BMU,8,,,,
gfd-events,ZMB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,ATF,2,,emdat-events,SHN,1,,,,
gfd-events, SMR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,FSM,18,,emdat-events,ANT,5,,,,
gfd-events, PRT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,NIU,1,,emdat-events,AZO,9,,,,
gfd-events, BEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,WLF,11,,emdat-events,BRN,1,,,,
gfd-events, LUX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,SJM,17,,emdat-events,SUN,26,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,-  ,5,,emdat-events,YUG,11,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,ESH,1,,emdat-events,YMN,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,GRL,4,,emdat-events,DFR,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,SHN,13,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,IOT,18,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,CYM,9,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,BVT,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,KIR,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,VIR,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,TMP,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,PCN,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,ZWB,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,ANT,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,ALG,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,RWD,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,ANG,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gdacs-events,SUA,1,,,,,,,,
